topic	word	pos	meaning_zh	chunk	chunk_zh	source_url	source_note	usage_note
家庭与社会	inheritance	n.	从前人继承的财产、特征或传统	receive an inheritance	继承一份财产	https://www.oxfordlearnersdictionaries.com/topic/family-and-relationships	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	heritage	n.	从过去传承的文化或自然遗产	preserve cultural heritage	保护文化遗产	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	museum	n.	收藏并展示文物、艺术品等的机构	visit a local museum	参观当地博物馆	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	exhibition	n.	向公众展示物品或作品的展览	hold an art exhibition	举办艺术展	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	gallery	n.	展示或出售艺术作品的场所	a public art gallery	公共美术馆	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	performance	n.	舞台等上的表演；另有表现义	give a live performance	进行现场表演	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	audience	n.	观看、收听表演或媒体内容的人群	reach a wider audience	接触更广泛的受众	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	literature	n.	文学作品；另有某领域文献义	study modern literature	研究现代文学	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	novel	n.	长篇小说；此处不取新颖的形容词义	read a historical novel	阅读历史小说	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	documentary	n.	以真实事物为内容的纪录片	watch a nature documentary	观看自然纪录片	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	broadcast	v.	通过电视、广播或网络播送	broadcast a live event	直播活动	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	journalist	n.	从事新闻采写的人	an investigative journalist	调查记者	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	headline	n.	新闻报道的标题	read the headlines	阅读新闻标题	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	coverage	n.	媒体对事件的报道；此处不取覆盖面积义	media coverage of an event	媒体对事件的报道	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	bias	n.	偏向某一方、影响公正的倾向	recognise bias in reporting	识别报道中的偏见	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	credible	adj.	有理由相信其真实可靠的	a credible news source	可信的新闻来源	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	misleading	adj.	使人形成错误印象的	a misleading headline	误导性的标题	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	advertisement	n.	用于宣传商品、服务等的广告	place an advertisement	刊登广告	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	sponsor	v.	出资支持活动以获得宣传等回报	sponsor a cultural event	赞助文化活动	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	subscription	n.	按期付费获得服务或内容的订阅	cancel a monthly subscription	取消包月订阅	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	copyright	n.	对作品复制、使用等的法定权利	respect copyright	尊重版权	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	censorship	n.	对公开内容进行审查和限制	media censorship	媒体审查	https://www.oxfordlearnersdictionaries.com/definition/english/censorship	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；扩展词的拼写已与 Oxford 词典在线词头核对。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	diversity	n.	具有不同形式、身份或文化的多样性	celebrate cultural diversity	重视并展示文化多样性	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	identity	n.	个人或群体对自身特征与归属的认同	cultural identity	文化认同	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	preserve	v.	使某物或传统免于消失、损坏	preserve a historic building	保护历史建筑	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	interpret	v.	解释或理解某事物的意义	interpret a work of art	解读艺术作品	https://www.oxfordlearnersdictionaries.com/topic/category/culture	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
文化与媒体	channel	n.	电视、网络等的传播频道；另有通道义	a television news channel	电视新闻频道	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	outlet	n.	此处指发布新闻等的媒体机构	an independent news outlet	独立新闻媒体	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	publisher	n.	出版图书等作品的机构或人员	a small book publisher	小型图书出版社	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	editor	n.	决定、修改或组织出版内容的编辑	a newspaper editor	报纸编辑	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	editorial	n.	代表报刊等立场的评论文章；也可作形容词	write an editorial	撰写社论	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	press	n.	新闻媒体或报刊业的总称	freedom of the press	新闻自由	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	journalism	n.	新闻采集、撰写和报道的工作	investigative journalism	调查新闻报道	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	reporter	n.	采访并报道新闻的人	a local news reporter	地方新闻记者	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	publicity	n.	引起公众注意的报道或宣传	attract media publicity	引起媒体关注	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	propaganda	n.	为影响态度而系统传播的立场性信息	political propaganda	政治宣传	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	不与中性的 information 或所有 publicity 完全等同。
文化与媒体	misinformation	n.	不准确或错误的信息；不一定有意传播	check for misinformation	检查是否存在错误信息	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	streaming	n.	边接收数据边播放音视频的方式	a video streaming service	视频流媒体服务	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	episode	n.	连续播出作品中的一集	watch the final episode	观看最后一集	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	series	n.	内容相关的一系列节目或作品；单复数同形	a documentary series	纪录片系列	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	subtitle	n.	画面中显示的对白译文或文字；此义常用复数	watch a film with subtitles	观看带字幕的电影	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	soundtrack	n.	电影等的配乐或完整声音部分	a film soundtrack	电影原声音乐	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	screenplay	n.	供影视拍摄使用的剧本	write an original screenplay	创作原创电影剧本	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	plot	n.	故事中事件发展的安排；另有小块土地义	follow the plot	理解故事情节的发展	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	character	n.	小说、戏剧或电影中的人物；另有性格义	the main character	主要角色	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	genre	n.	有共同特点的文学或艺术类型	a popular film genre	流行的电影类型	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	review	n.	对书籍、演出等的评论；另有复习或审查义	write a balanced book review	写一篇客观兼顾优缺点的书评	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	critic	n.	评论艺术作品等的人；也可指批评者	a respected film critic	受尊重的影评人	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	caption	n.	图片旁用于解释画面内容的文字	add a caption to a photo	为照片添加说明文字	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；扩展词，待在线词形核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	sculpture	n.	雕刻或塑造的立体艺术作品；也指雕塑艺术	a public sculpture	公共雕塑作品	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
文化与媒体	craft	n.	制作实物的手艺或工艺	traditional crafts	传统手工艺	https://www.oxfordlearnersdictionaries.com/topic/category/culture	沿用 Oxford/BC 公开主题分类作为覆盖范围依据；词形已与本地 Oxford 3000/5000 索引核对。中文义项与短搭配自行整理，不复制词典长释义或例句；不是按考试分数筛选的词表，也不是量化高频榜。	
旅行与住宿	destination	n.	计划前往或最终到达的地方	a popular holiday destination	热门度假目的地	https://www.oxfordlearnersdictionaries.com/topic/category/travel	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	journey	n.	从一地到另一地的行程	a long train journey	长途火车旅行	https://www.oxfordlearnersdictionaries.com/topic/category/travel	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	trip	n.	外出办事或游玩的一次旅行	go on a day trip	进行一日游	https://www.oxfordlearnersdictionaries.com/topic/category/travel	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	tourism	n.	旅游活动及相关行业	support local tourism	支持当地旅游业	https://www.oxfordlearnersdictionaries.com/topic/category/travel	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	itinerary	n.	旅行的路线与日程安排	plan a detailed itinerary	制定详细行程	https://www.oxfordlearnersdictionaries.com/definition/english/itinerary	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；扩展词的拼写已与 Oxford 词典在线词头核对。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	accommodation	n.	供临时居住的住宿；英式通常不可数	book suitable accommodation	预订合适的住宿	https://www.oxfordlearnersdictionaries.com/topic/category/travel	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	reservation	n.	房间、座位等的预订	confirm a hotel reservation	确认酒店预订	https://www.oxfordlearnersdictionaries.com/topic/category/travel	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	passport	n.	用于国际旅行的身份证件	renew a passport	更新护照	https://www.oxfordlearnersdictionaries.com/topic/category/travel	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	visa	n.	允许进入或停留在一国的签证	apply for a visa	申请签证	https://www.oxfordlearnersdictionaries.com/topic/category/travel	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	luggage	n.	旅行携带的行李；不可数	a piece of luggage	一件行李	https://www.oxfordlearnersdictionaries.com/definition/english/luggage	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；扩展词的拼写已与 Oxford 词典在线词头核对。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	departure	n.	离开；交通工具的出发	the departure time	出发时间	https://www.oxfordlearnersdictionaries.com/topic/category/travel	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	arrival	n.	到达	confirm the arrival time	确认到达时间	https://www.oxfordlearnersdictionaries.com/topic/category/travel	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	delay	n.	比预期更晚；延误	a flight delay	航班延误	https://www.oxfordlearnersdictionaries.com/topic/category/travel	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	cancel	v.	取消原定安排	cancel a booking	取消预订	https://www.oxfordlearnersdictionaries.com/topic/category/travel	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	board	v.	登上飞机、船或公共车辆	board a plane	登机	https://www.oxfordlearnersdictionaries.com/topic/category/travel	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	customs	n.	海关；此义以 s 结尾	go through customs	通过海关	https://www.oxfordlearnersdictionaries.com/definition/english/customs	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；扩展词的拼写已与 Oxford 词典在线词头核对。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	insurance	n.	通过合同分担风险的保险	buy travel insurance	购买旅行保险	https://www.oxfordlearnersdictionaries.com/topic/category/travel	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	currency	n.	一国或地区使用的货币	exchange foreign currency	兑换外币	https://www.oxfordlearnersdictionaries.com/topic/category/travel	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	guide	n.	向游客讲解或带路的人；另有指南义	a local tour guide	当地导游	https://www.oxfordlearnersdictionaries.com/topic/category/travel	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	excursion	n.	通常为游览安排的短途出行	go on a guided excursion	参加有导游的短途游览	https://www.oxfordlearnersdictionaries.com/definition/english/excursion	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；扩展词的拼写已与 Oxford 词典在线词头核对。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	sightseeing	n.	参观景点的活动	go sightseeing	观光游览	https://www.oxfordlearnersdictionaries.com/definition/english/sightseeing	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；扩展词的拼写已与 Oxford 词典在线词头核对。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	landmark	n.	有辨识度或重要意义的地标	a famous city landmark	著名城市地标	https://www.oxfordlearnersdictionaries.com/topic/category/travel	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；词形与本地 Oxford 3000/5000 索引一致。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	souvenir	n.	提醒人想起旅行或事件的纪念品	buy a small souvenir	买一件小纪念品	https://www.oxfordlearnersdictionaries.com/definition/english/souvenir	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；扩展词的拼写已与 Oxford 词典在线词头核对。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
旅行与住宿	hospitable	adj.	友好接待客人的	a hospitable host	好客的主人	https://www.oxfordlearnersdictionaries.com/definition/english/hospitable	主题范围参考 Oxford/BC 公开主题页（2026-09-15 核对）；扩展词的拼写已与 Oxford 词典在线词头核对。本条中文义项与短搭配为自行整理，不是词典释义或例句的逐条复制；词形核对不表示搭配频率验证或量化高频排名，不按目标分数删词。	
